sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
"Jatmiko Ardianto, S.E.I",individual,"Ir. Putu Tamba, M.M.",individual,2025-04-17,1810836706,False,
PD Agustina,corporation,Partai Persatuan,political-party,2025-10-12,257061251,True,proxy
Perum Usada Sitorus (Persero) Tbk,corporation,"Ir. Viman Prasasta, S.Sos",individual,2024-11-21,1096032616,True,proxy
PD Budiman,corporation,Puti Jailani,individual,2024-04-07,13770089045,False,
PT Winarsih Rahimah Tbk,corporation,Darsirah Winarno,individual,2024-01-15,16934651598,True,self_funded
CV Damanik Najmudin,corporation,Partai Amanat Rakyat,political-party,2024-05-03,619855814,False,
UD Dabukke Pudjiastuti (Persero) Tbk,organization,Rika Tamba,individual,2025-02-26,832656606,True,proxy
Perum Santoso Sinaga (Persero) Tbk,organization,Partai Persatuan,political-party,2025-10-07,1245128202,True,over_limit
Perum Sirait Tbk,corporation,Wani Nashiruddin,individual,2024-04-05,17951518970,False,
Dr. Padmi Prastuti,individual,Wardi Prasetya,individual,2024-09-20,455966378,False,
Karman Zulkarnain,individual,"Dodo Kuswoyo, S.Pd",individual,2025-03-08,974110572,False,
Kadir Zulkarnain,individual,Partai Solidaritas Indonesia,political-party,2025-06-11,98471010,False,
UD Dongoran Mansur (Persero) Tbk,organization,Artanto Mangunsong,individual,2025-09-14,171737117,True,proxy
R.A. Tami Prasetyo,individual,Silvia Hutapea,individual,2025-05-22,85755548,True,smurfing
PD Nashiruddin Tbk,corporation,Bagya Pratama,individual,2025-05-25,925724404,True,proxy
UD Wijaya (Persero) Tbk,corporation,Rama Mayasari,individual,2024-01-18,12346550669,False,
Eva Sitompul,individual,Partai Indonesia Maju,political-party,2024-02-19,158308732,False,
Zizi Saragih,individual,Sutan Edi Pratama,individual,2025-09-01,2148553975,False,
PD Ardianto Siregar Tbk,corporation,Zulfa Maryadi,individual,2025-05-13,2889749870,False,
CV Ramadan Mansur,corporation,Puspa Pangestu,individual,2024-08-21,1658590882,True,proxy
PD Megantara Firmansyah,corporation,Tgk. Jais Hidayat,individual,2025-01-20,23430336204,True,self_funded
UD Widodo Tbk,organization,Diana Aryani,individual,2024-12-31,15992290732,False,
PT Haryanti Pratama,organization,Partai Harapan Bangsa,political-party,2024-06-03,883627335,True,proxy
Shania Wijaya,individual,Partai Harapan Bangsa,political-party,2024-04-09,37918183,False,
"Cut Juli Adriansyah, S.Sos",individual,"Tgk. Ciaobella Putra, M.TI.",individual,2024-07-03,11703720,True,smurfing
Ajimat Irawan,individual,R. Ivan Padmasari,individual,2025-08-23,2173892707,True,self_funded
PT Prasasta Gunawan (Persero) Tbk,corporation,Ir. Elisa Mansur,individual,2025-05-03,34431457,True,smurfing
PD Januar (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2024-04-14,1276370,True,smurfing
Galih Marbun,individual,Danu Hastuti,individual,2025-01-18,278667803,False,
Perum Prabowo,organization,Partai Nasional Demokrat,political-party,2024-08-11,54646957,True,smurfing
CV Saptono Tbk,corporation,Partai Harapan Bangsa,political-party,2025-01-02,207589849,False,
dr. Sakti Novitasari,individual,Partai Persatuan,political-party,2025-07-25,47304839,False,
Hamima Wijaya,individual,Vanya Pradipta,individual,2025-05-04,290837439,False,
Halima Padmasari,individual,Qori Nashiruddin,individual,2024-10-04,1120313520,True,self_funded
Ciaobella Mandasari,individual,"Reza Hardiansyah, S.Gz",individual,2024-09-20,35627296,False,
Heryanto Anggriawan,individual,Kawaya Pratiwi,individual,2025-06-09,2440367026,True,self_funded
Harjo Habibi,individual,Partai Solidaritas Indonesia,political-party,2024-03-07,65942667,True,smurfing
"Drs. Calista Ardianto, S.Pd",individual,Mahfud Riyanti,individual,2025-11-08,60656524,True,smurfing
Marwata Pranowo,individual,Partai Keadilan Indonesia,political-party,2024-02-09,32610513,False,
"Jasmin Thamrin, S.Ked",individual,Partai Nasional Demokrat,political-party,2025-02-12,140928158,False,
UD Fujiati Kurniawan (Persero) Tbk,corporation,"Dt. Purwa Wibowo, S.Pd",individual,2024-10-27,21426797450,False,
Ciaobella Ramadan,individual,Yani Rahayu,individual,2024-12-11,168181745,False,
Hj. Padmi Sudiati,individual,Partai Persatuan,political-party,2025-09-06,88844701,False,
PT Rajasa,organization,Mursinin Sihombing,individual,2024-04-11,272265937,True,proxy
Kementerian Keuangan,organization,Partai Amanat Rakyat,political-party,2024-05-14,351074807,True,illegal_source
Reksa Suryatmi,individual,Partai Indonesia Maju,political-party,2025-05-18,19471442,False,
PD Saefullah (Persero) Tbk,corporation,Partai Persatuan,political-party,2025-07-09,460665381,True,proxy
Perum Hutapea Hutasoit,organization,"Fitriani Laksmiwati, S.IP",individual,2024-12-06,640709318,True,proxy
Ana Suartini,individual,Partai Solidaritas Indonesia,political-party,2025-03-21,36653191,False,
Manah Farida,individual,Partai Harapan Bangsa,political-party,2024-04-30,172302115,False,
CV Puspita,corporation,"Panji Mahendra, S.Pd",individual,2025-03-17,55209482,True,smurfing
PD Pudjiastuti Ramadan,corporation,Partai Nasional Demokrat,political-party,2025-11-23,33603386,True,smurfing
UD Sihombing Mardhiyah (Persero) Tbk,corporation,Partai Persatuan,political-party,2024-07-06,1296135284,True,proxy
Pemkab Toba,organization,R. Vivi Mustofa,individual,2024-12-02,20716030796,True,illegal_source
PD Laksita Tbk,corporation,Partai Solidaritas Indonesia,political-party,2024-04-16,28991678,False,
CV Wastuti (Persero) Tbk,corporation,Mumpuni Hartati,individual,2025-01-22,17822544066,True,self_funded
PT Hutapea Utama,corporation,"Hj. Paris Mandasari, S.Sos",individual,2024-01-22,19057433725,True,self_funded
PT Pertamina (Persero),corporation,Oman Nashiruddin,individual,2025-01-22,307007800,True,illegal_source
PD Mulyani Pratama Tbk,corporation,Partai Nasional Demokrat,political-party,2024-06-06,438012236,False,
Perum Marbun Lestari,organization,Dina Nashiruddin,individual,2024-09-01,43190476,True,smurfing
CV Palastri Wacana,organization,Kayla Kuswandari,individual,2024-06-01,1155554866,True,proxy
"Jarwa Andriani, M.TI.",individual,"Dr. Mitra Hutapea, S.Psi",individual,2025-12-04,1947622292,False,
PT Yuniar,organization,Partai Keadilan Indonesia,political-party,2025-10-16,1193834702,True,proxy
Novi Pranowo,individual,Dr. Prayitna Adriansyah,individual,2025-02-24,734839712,False,
UD Wibisono Tbk,corporation,Dr. Mila Pradipta,individual,2025-04-18,5458915515,False,
Siska Ardianto,individual,"R. Ridwan Maulana, M.Kom.",individual,2025-12-20,90653585,True,smurfing
Perum Mahendra Wahyudin Tbk,corporation,"R. Eva Iswahyudi, M.TI.",individual,2025-02-27,17452201363,True,self_funded
Perum Wasita Natsir,organization,Partai Nasional Demokrat,political-party,2025-05-08,1431680421,True,proxy
Kasiyah Mustofa,individual,Partai Rakyat Sejahtera,political-party,2025-06-19,100535884,False,
"Adhiarja Halimah, S.H.",individual,Partai Rakyat Sejahtera,political-party,2025-01-20,124303667,False,
CV Hutagalung Nababan,corporation,Agus Samosir,individual,2025-06-20,399167334,True,self_funded
Perum Prabowo Firgantoro Tbk,corporation,Dr. Jarwi Yolanda,individual,2025-08-25,2033086,True,smurfing
PT Sitorus Anggriawan (Persero) Tbk,corporation,Partai Rakyat Sejahtera,political-party,2025-05-04,28053198,True,smurfing
UD Pranowo Uwais,organization,Partai Nasional Demokrat,political-party,2025-04-19,464913437,False,
Perum Laksmiwati Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-11-02,744970798,True,proxy
"Gandewa Samosir, M.Ak",individual,Partai Nasional Demokrat,political-party,2024-03-15,115236962,False,
Zulaikha Suryono,individual,Reza Prabowo,individual,2025-09-06,1116564059,False,
PT Melani Tbk,corporation,Bakianto Lailasari,individual,2025-04-26,12263181308,True,self_funded
Cut Tiara Thamrin,individual,Ir. Dinda Pratiwi,individual,2024-05-26,51566191,True,smurfing
PT Farida (Persero) Tbk,organization,Vivi Saefullah,individual,2024-07-20,252218216,True,proxy
PD Gunarto,corporation,Elvina Yulianti,individual,2025-11-11,10452980576,False,
Syahrini Namaga,individual,Lanjar Tampubolon,individual,2024-11-23,1387980193,True,self_funded
PT Widiastuti,corporation,Partai Harapan Bangsa,political-party,2025-06-22,8997027,False,
"Nabila Santoso, S.I.Kom",individual,Gandi Sihombing,individual,2024-08-29,66611297,True,smurfing
Shakila Narpati,individual,Partai Keadilan Indonesia,political-party,2024-02-11,66574216,False,
PD Irawan,organization,Marsito Rahmawati,individual,2025-12-15,22161416777,False,
PD Riyanti (Persero) Tbk,corporation,Partai Solidaritas Indonesia,political-party,2024-12-03,43073804,True,smurfing
PD Pudjiastuti,corporation,Partai Amanat Rakyat,political-party,2025-06-17,416726806,True,proxy
PD Laksmiwati Palastri,organization,Partai Kebangkitan Rakyat,political-party,2024-10-29,480364809,False,
Irma Pratiwi,individual,Partai Kebangkitan Rakyat,political-party,2024-02-20,178588082,False,
CV Mayasari,corporation,Partai Rakyat Sejahtera,political-party,2024-12-16,68845713,False,
PD Winarsih Tbk,corporation,Partai Amanat Rakyat,political-party,2025-07-19,1400303066,True,proxy
Cengkir Jailani,individual,Hasna Mahendra,individual,2025-07-09,34581491,True,smurfing
UD Nuraini Winarsih (Persero) Tbk,corporation,Aurora Hardiansyah,individual,2025-01-20,19892502955,False,
Gilda Sinaga,individual,"Drs. Luhung Budiyanto, S.Gz",individual,2025-03-27,524430516,True,self_funded
R.M. Warta Sihombing,individual,Partai Solidaritas Indonesia,political-party,2025-08-07,100726416,False,
UD Agustina (Persero) Tbk,organization,Uda Agustina,individual,2024-01-26,1895362610,True,proxy
PT Permata Tbk,corporation,"Yuliana Nashiruddin, S.IP",individual,2025-03-09,16151377963,True,self_funded
CV Wastuti Pradipta,corporation,Johan Wahyudin,individual,2024-08-14,9322773536,False,
"Tgk. Aisyah Hastuti, S.E.",individual,"dr. Hafshah Thamrin, S.Kom",individual,2025-04-13,1757254883,False,
PT Maheswara Tbk,corporation,Partai Solidaritas Indonesia,political-party,2024-10-18,318984355,False,
PT Januar,corporation,Partai Harapan Bangsa,political-party,2024-10-28,687654641,False,
UD Sitorus,corporation,Partai Keadilan Indonesia,political-party,2024-02-03,305056934,False,
CV Natsir Dabukke Tbk,corporation,Teddy Manullang,individual,2025-08-08,22216769539,False,
"Kiandra Wacana, M.Ak",individual,Partai Persatuan,political-party,2025-05-24,9769330,True,smurfing
UD Prasetyo,corporation,"Heryanto Pertiwi, S.T.",individual,2024-12-31,11615234795,False,
Perum Samosir (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2025-02-21,149137747,False,
Rama Usamah,individual,Vivi Namaga,individual,2024-12-03,1541751657,False,
Tgk. Zelaya Sitompul,individual,Gada Hutagalung,individual,2025-04-21,591376811,True,self_funded
PT Sitompul Iswahyudi Tbk,organization,Puput Pradipta,individual,2025-08-13,21436485822,False,
CV Zulkarnain,organization,Partai Rakyat Sejahtera,political-party,2024-07-26,19895531,True,smurfing
Kartika Agustina,individual,"Garang Lailasari, S.IP",individual,2025-08-12,1932324865,False,
PD Lazuardi Tbk,corporation,Partai Indonesia Maju,political-party,2025-02-02,3191396,True,smurfing
PT Adriansyah,corporation,Partai Demokrat,political-party,2024-07-12,630320259,False,
"Tgk. Eli Wahyudin, S.E.I",individual,Partai Harapan Bangsa,political-party,2025-08-05,84919509,True,smurfing
PT Pranowo Prabowo,corporation,Karimah Permata,individual,2025-11-22,20754989307,False,
Perum Utama,corporation,Partai Persatuan,political-party,2024-10-05,2582235,False,
CV Tamba (Persero) Tbk,organization,Umay Hardiansyah,individual,2024-04-18,15823802949,False,
CV Gunarto (Persero) Tbk,corporation,Partai Solidaritas Indonesia,political-party,2024-12-17,860748380,True,proxy
UD Andriani (Persero) Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2024-10-12,149120228,False,
Perum Halimah,corporation,"R. Diah Pangestu, M.Ak",individual,2025-11-13,21017122160,True,self_funded
CV Hutasoit Usada,organization,"drg. Garda Uyainah, S.Sos",individual,2024-05-12,13727532780,False,
PD Gunarto,corporation,Partai Harapan Bangsa,political-party,2025-06-24,1091617612,True,proxy
Hamzah Sihombing,individual,Tgk. Bahuraksa Handayani,individual,2025-02-13,574681760,False,
UD Kusumo Prastuti Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-06-20,1546498,True,smurfing
CV Mulyani Tbk,organization,Partai Kebangkitan Rakyat,political-party,2024-12-03,802506501,True,proxy
Mahfud Pratama,individual,Partai Solidaritas Indonesia,political-party,2025-06-22,4397527,False,
BUMN Mina Permai,corporation,Hj. Siska Oktaviani,individual,2024-09-08,29934596541,True,illegal_source
"Drs. Elvina Marpaung, S.T.",individual,"Mila Permadi, S.Pt",individual,2024-04-15,1993889067,True,self_funded
dr. Gaman Mandala,individual,Partai Indonesia Maju,political-party,2025-04-10,94006716,False,
Dian Hassanah,individual,"Julia Agustina, M.M.",individual,2025-10-07,2227392331,False,
Prabawa Kusumo,individual,Partai Demokrat,political-party,2025-02-13,38743691,False,
"Hj. Rini Prasasta, S.I.Kom",individual,Partai Harapan Bangsa,political-party,2024-12-14,59327442,False,
Perum Suryatmi Prakasa,corporation,Partai Rakyat Sejahtera,political-party,2025-09-23,147825508,True,proxy
Harjo Wijayanti,individual,"Maman Susanti, S.T.",individual,2025-06-03,1039911483,False,
Perum Yuniar Halim,corporation,Partai Demokrat,political-party,2025-02-10,31897180,True,smurfing
Edi Maryati,individual,Vera Wijaya,individual,2024-09-24,475681894,False,
Perum Damanik (Persero) Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2025-06-30,388594583,False,
PD Yuliarti Nababan,corporation,Partai Amanat Rakyat,political-party,2025-06-04,194150451,False,
Perum Nugroho Novitasari,corporation,Partai Amanat Rakyat,political-party,2024-09-21,646272108,False,
Diana Maryadi,individual,Partai Persatuan,political-party,2025-04-02,97067708,False,
PT Usada Marpaung,corporation,Damu Prasetya,individual,2025-03-23,18305368,False,
Dt. Kenes Lazuardi,individual,Anita Nababan,individual,2024-06-17,884675598,False,
PD Yuliarti (Persero) Tbk,organization,Partai Persatuan,political-party,2024-08-10,1734224730,True,proxy
Nurul Laksmiwati,individual,Partai Harapan Bangsa,political-party,2025-09-09,27698335,False,
PD Prabowo Lailasari,corporation,Partai Amanat Rakyat,political-party,2024-07-27,33228399,True,smurfing
PD Setiawan Najmudin Tbk,corporation,"Dt. Galih Suwarno, M.Ak",individual,2025-03-10,720756976,False,
UD Megantara Tbk,organization,R.A. Ella Hidayanto,individual,2024-08-29,82653153,True,smurfing
PD Mandala Siregar,corporation,Himawan Adriansyah,individual,2024-04-19,2300864051,False,
Asmuni Safitri,individual,Siska Rahmawati,individual,2025-05-15,305226830,False,
Salman Maheswara,individual,Partai Demokrat,political-party,2025-11-19,50702922,False,
Cahyadi Sinaga,individual,Kajen Firgantoro,individual,2025-01-12,1603685193,False,
PT Maryati,corporation,"Laswi Nashiruddin, M.Kom.",individual,2024-04-18,447991425,True,proxy
Lala Lailasari,individual,"Irwan Tampubolon, M.Ak",individual,2024-11-01,710835895,False,
PD Hakim Susanti (Persero) Tbk,corporation,Partai Demokrat,political-party,2025-04-10,533837170,False,
"Puti Humaira Adriansyah, S.E.I",individual,"Edward Sitompul, S.Pd",individual,2024-04-15,1214529547,False,
Pardi Megantara,individual,Maida Wibisono,individual,2024-02-15,1264088914,False,
Perum Nurdiyanti Tbk,organization,"Cici Gunawan, S.E.",individual,2025-01-17,58605806,True,smurfing
Perum Sihombing,organization,Partai Solidaritas Indonesia,political-party,2024-11-21,56783252,True,smurfing
CV Widodo,corporation,Partai Indonesia Maju,political-party,2025-05-09,262010542,False,
"Drs. Kariman Fujiati, S.Kom",individual,"Lidya Hutapea, S.H.",individual,2025-11-06,1303491435,False,
Ida Hardiansyah,individual,"Ir. Salman Pradipta, M.Kom.",individual,2025-05-13,1171821328,False,
"Tgk. Laras Kurniawan, M.Ak",individual,"Drs. Waluyo Najmudin, S.T.",individual,2024-02-08,33302348,True,self_funded
Gamanto Saefullah,individual,Aurora Pudjiastuti,individual,2025-12-10,504820407,False,
"Hj. Gasti Agustina, S.Ked",individual,Partai Nasional Demokrat,political-party,2025-04-29,123221165,False,
Hartaka Kuswandari,individual,"Kuncara Zulaika, M.M.",individual,2024-01-19,739249798,True,self_funded
Bakianto Yulianti,individual,Zelda Winarno,individual,2025-09-29,707121333,True,self_funded
"Hj. Almira Januar, S.Psi",individual,Jaka Permadi,individual,2024-03-25,1889363993,False,
Oni Purwanti,individual,Partai Harapan Bangsa,political-party,2024-06-09,23270009,True,smurfing
PD Budiyanto Tbk,corporation,"Cici Haryanti, S.Ked",individual,2025-11-08,3965968874,True,self_funded
CV Pradipta Zulkarnain (Persero) Tbk,corporation,Vanesa Hidayat,individual,2024-04-02,5638822158,False,
R.M. Mursinin Budiman,individual,Endah Halimah,individual,2024-02-25,267961550,False,
"Rachel Natsir, S.Pd",individual,Partai Keadilan Indonesia,political-party,2025-12-11,35700260,False,
Novi Pratiwi,individual,Partai Persatuan,political-party,2025-07-18,133673231,False,
Jamalia Wijaya,individual,Partai Nasional Demokrat,political-party,2025-07-22,16525913,False,
CV Nuraini (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2025-05-23,1943644484,True,proxy
Ir. Tantri Agustina,individual,Partai Nasional Demokrat,political-party,2024-08-17,6738417,True,smurfing
Perum Hutapea Hariyah (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2024-06-08,346818868,True,proxy
Anastasia Suryatmi,individual,Ir. Restu Dabukke,individual,2025-06-19,472016756,True,self_funded
PD Mandala Nainggolan,corporation,dr. Saiful Tarihoran,individual,2025-10-14,71163467,True,smurfing
PT Nainggolan Samosir (Persero) Tbk,corporation,Yani Wacana,individual,2025-11-11,9127226668,False,
BUMN Mina Permai,corporation,Ira Najmudin,individual,2024-06-15,10064742914,True,illegal_source
Dr. Mutia Prasetya,individual,Hj. Yulia Mulyani,individual,2025-07-16,1880294010,False,
"Bakidin Samosir, S.T.",individual,Partai Harapan Bangsa,political-party,2024-10-25,104756465,False,
Drs. Vero Usamah,individual,Partai Demokrat,political-party,2025-09-02,144554896,False,
Xanana Yulianti,individual,Sidiq Hartati,individual,2025-01-23,1124104469,False,
CV Kuswandari Tbk,corporation,Ir. Elisa Uyainah,individual,2025-04-21,11560667946,True,self_funded
KH. Bahuwirya Nasyidah,individual,"Dr. Widya Uwais, S.T.",individual,2025-06-11,230556655,True,self_funded
CV Rajata Tbk,corporation,Kayla Prasetya,individual,2024-03-06,270215148,True,self_funded
UD Winarsih Widodo Tbk,corporation,R.A. Padma Budiman,individual,2025-07-26,26063317,True,smurfing
"Prayoga Sitorus, S.H.",individual,Partai Solidaritas Indonesia,political-party,2024-12-06,63280294,False,
Perum Maheswara Tbk,corporation,"drg. Kasim Situmorang, S.Pd",individual,2024-03-26,435331686,True,proxy
Kairav Suwarno,individual,Ratna Wahyudin,individual,2025-10-31,1880016465,True,self_funded
Lutfan Mangunsong,individual,Labuh Januar,individual,2024-10-09,353868692,False,
PD Nugroho Lailasari Tbk,corporation,Ozy Pratama,individual,2024-01-01,6151693336,True,self_funded
CV Sihombing (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2025-10-23,19083245,False,
PT Wibisono Saefullah,organization,Partai Nasional Demokrat,political-party,2024-04-11,272353803,False,
Vivi Pudjiastuti,individual,Partai Rakyat Sejahtera,political-party,2025-11-16,107062720,False,
Maida Maryadi,individual,Tgk. Dirja Utama,individual,2024-07-04,2201984642,True,self_funded
Gaiman Laksita,individual,Mila Prasasta,individual,2024-06-14,1105572009,False,
UD Prasetyo Napitupulu,organization,Partai Keadilan Indonesia,political-party,2024-04-24,1095552701,True,over_limit
Carla Prabowo,individual,Puti Ratih Andriani,individual,2025-08-30,1811115622,False,
Dewi Mangunsong,individual,Partai Solidaritas Indonesia,political-party,2025-12-08,150327991,False,
PD Hariyah Kusmawati,corporation,"Garang Damanik, S.T.",individual,2024-11-07,8054344182,False,
PD Lailasari Tbk,corporation,dr. Rahayu Hariyah,individual,2025-04-30,2424844012,False,
CV Setiawan Wijaya,organization,Lamar Rahmawati,individual,2024-08-30,1178544692,True,proxy
UD Sinaga Permadi,organization,Partai Demokrat,political-party,2025-03-15,1776718840,True,proxy
Dt. Putu Fujiati,individual,"Cut Rahmi Suryono, S.Pt",individual,2024-12-27,879806099,False,
CV Prasetya Zulkarnain (Persero) Tbk,organization,Partai Solidaritas Indonesia,political-party,2025-09-09,91152428,True,smurfing
drg. Genta Hakim,individual,Partai Kebangkitan Rakyat,political-party,2024-09-26,105230298,False,
CV Uyainah Tbk,corporation,Cut Tiara Novitasari,individual,2024-11-19,2779687486,False,
PD Mulyani,organization,Karya Marbun,individual,2024-07-10,1228518087,True,proxy
PD Prasetyo (Persero) Tbk,corporation,Luwar Firmansyah,individual,2024-12-24,21313159343,False,
PT Rahmawati (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2025-08-10,282380598,True,proxy
Putri Januar,individual,"KH. Hendri Hartati, S.Farm",individual,2024-11-09,1010907538,False,
Almira Nasyidah,individual,Emong Suryatmi,individual,2025-03-26,674958459,False,
Gasti Kuswoyo,individual,KH. Ghani Najmudin,individual,2024-01-25,1714938298,False,
Ratna Hariyah,individual,Partai Amanat Rakyat,political-party,2024-01-04,78480299,False,
Perum Dongoran Hariyah,organization,Partai Indonesia Maju,political-party,2025-07-04,70719884,True,smurfing
Nurul Samosir,individual,Partai Keadilan Indonesia,political-party,2025-10-12,177363596,False,
"Ir. Ajimin Maulana, M.TI.",individual,Anita Wibowo,individual,2024-02-04,1923475631,False,
Adhiarja Palastri,individual,Yuliana Nainggolan,individual,2025-12-11,1089622939,True,self_funded
PD Kuswandari Tbk,corporation,"Puti Humaira Firmansyah, S.I.Kom",individual,2025-09-17,16212591513,False,
UD Nugroho Nugroho,organization,Jumari Gunawan,individual,2025-12-01,12859147002,False,
CV Novitasari,organization,Partai Indonesia Maju,political-party,2025-10-29,54963769,True,smurfing
PT Permadi Wasita,corporation,Partai Demokrat,political-party,2025-01-14,1289755783,True,over_limit
CV Nashiruddin Narpati (Persero) Tbk,corporation,Ophelia Hartati,individual,2024-07-27,11300073206,False,
Viman Adriansyah,individual,"Darmana Pradana, M.M.",individual,2025-04-29,92270312,True,smurfing
UD Nashiruddin,organization,Hana Suryono,individual,2024-09-24,16756716967,False,
Qori Anggriawan,individual,Gatot Sihombing,individual,2025-08-23,1324562164,True,self_funded
Balamantri Rahimah,individual,"Eva Nuraini, S.I.Kom",individual,2024-11-13,221970498,False,
PD Winarno Kusmawati Tbk,organization,Zalindra Nurdiyanti,individual,2024-09-03,1403629914,True,proxy
PT Astuti Handayani,corporation,Yessi Santoso,individual,2025-03-19,729584708,False,
Perum Tampubolon Adriansyah (Persero) Tbk,corporation,Gaiman Sitorus,individual,2025-08-16,9859030784,False,
Dr. Ika Thamrin,individual,Taufik Sudiati,individual,2024-02-19,1660884056,False,
"Vivi Hassanah, S.Pd",individual,"Cemeti Lazuardi, S.E.I",individual,2024-06-06,27675216,True,smurfing
PT Agustina,organization,"Tina Hidayat, M.M.",individual,2024-06-07,13764179608,False,
Amalia Nainggolan,individual,"Cahyanto Narpati, S.IP",individual,2025-07-15,259600560,False,
Ina Hariyah,individual,Hj. Violet Suryono,individual,2025-06-25,931967939,False,
CV Rahimah,corporation,Tami Mustofa,individual,2024-08-12,96943080,True,smurfing
UD Firmansyah Prasetyo,organization,Salman Siregar,individual,2025-07-27,9696399177,False,
Cakrawala Hartati,individual,Tami Marbun,individual,2025-03-24,1770554102,True,self_funded
H. Mariadi Maheswara,individual,Pandu Dabukke,individual,2024-03-16,963025474,False,
PD Wibisono,corporation,Partai Rakyat Sejahtera,political-party,2024-11-19,45134229,True,smurfing
CV Yolanda Uyainah (Persero) Tbk,corporation,Mulya Wibisono,individual,2024-07-25,18399528,True,smurfing
"Ira Suryatmi, S.T.",individual,"R. Latif Halimah, S.IP",individual,2024-09-15,394531428,False,
UD Siregar,organization,"Drs. Hardana Sirait, S.Ked",individual,2024-03-22,28148923,True,proxy
CV Hutasoit Tbk,corporation,Partai Persatuan,political-party,2024-07-11,669913667,False,
Perum Sitompul Andriani Tbk,corporation,Partai Amanat Rakyat,political-party,2025-09-11,50628747,True,smurfing
CV Padmasari (Persero) Tbk,corporation,Partai Demokrat,political-party,2024-07-12,307955481,False,
CV Namaga (Persero) Tbk,organization,"Dewi Hutagalung, S.Kom",individual,2024-05-25,713203268,True,proxy
UD Widodo,corporation,Nasrullah Aryani,individual,2024-10-14,86767507,True,smurfing
PD Mansur Tbk,corporation,Setya Pertiwi,individual,2024-01-26,1405563684,True,proxy
PT Gunawan Tbk,corporation,"Dt. Emil Tamba, S.I.Kom",individual,2024-11-30,43414444483,True,over_limit
PD Situmorang Hidayat,corporation,Partai Keadilan Indonesia,political-party,2025-09-14,67977453,False,
Sakura Marbun,individual,Bambang Putra,individual,2024-06-05,839536074,False,
Perum Maheswara Ramadan,corporation,Partai Amanat Rakyat,political-party,2024-10-23,610436406,False,
PT Mandasari Padmasari (Persero) Tbk,corporation,Mujur Suryono,individual,2024-02-07,4483208033,False,
Nilam Tarihoran,individual,Dr. Gantar Winarno,individual,2024-04-30,369867710,False,
PD Yolanda (Persero) Tbk,organization,Elvin Saefullah,individual,2025-09-16,15571414640,False,
"Sutan Edi Nasyidah, S.Pd",individual,Darmana Permata,individual,2024-03-19,637559559,True,self_funded
Kenari Habibi,individual,"H. Vega Rajata, M.Pd",individual,2025-12-25,1651496948,False,
CV Saptono Laksita Tbk,organization,Yani Farida,individual,2025-11-26,174403644,True,proxy
Farhunnisa Suryatmi,individual,"Tgk. Raisa Irawan, S.E.I",individual,2025-05-16,1263090820,False,
PD Hassanah Rajasa (Persero) Tbk,corporation,Puti Wastuti,individual,2025-03-10,4272455825,False,
PT Saefullah Nababan (Persero) Tbk,organization,Anita Susanti,individual,2024-06-04,61697798,True,smurfing
Agnes Damanik,individual,Partai Nasional Demokrat,political-party,2024-08-14,161104523,False,
Asirwada Namaga,individual,"Anggabaya Hutagalung, S.E.",individual,2025-11-02,1194424311,False,
PD Anggraini Tbk,corporation,Partai Persatuan,political-party,2025-11-04,93647976,False,
PT Pratama,corporation,"R. Ratna Usada, S.Ked",individual,2025-08-11,77421706,True,smurfing
Perum Waluyo Gunarto,corporation,Partai Solidaritas Indonesia,political-party,2025-03-05,40869380,True,proxy
Hasan Waluyo,individual,Partai Keadilan Indonesia,political-party,2024-01-13,98142014,False,
Raden Purwanti,individual,Partai Solidaritas Indonesia,political-party,2024-12-03,175963862,False,
Tira Rajata,individual,Agnes Agustina,individual,2025-04-15,1301547315,False,
"Tina Usamah, S.Pd",individual,"dr. Yunita Maryadi, S.Psi",individual,2025-03-19,1208353929,False,
PT Wahyuni Narpati,corporation,Darmana Usamah,individual,2024-09-28,143425546,True,proxy
UD Mansur Anggriawan,organization,Partai Indonesia Maju,political-party,2025-02-26,162057036,False,
Perum Ardianto Samosir,corporation,Partai Indonesia Maju,political-party,2024-09-20,176663468,False,
UD Yulianti Januar Tbk,corporation,Partai Persatuan,political-party,2024-07-29,493381853,False,
PD Wahyuni Widodo (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2025-11-20,594533268,False,
Putri Farida,individual,Mitra Uyainah,individual,2025-10-03,752183725,False,
Rahmi Yuliarti,individual,Partai Indonesia Maju,political-party,2024-11-03,90478890,True,smurfing
PD Hartati Adriansyah,corporation,dr. Slamet Andriani,individual,2025-06-30,10529095234,True,self_funded
PT Suwarno (Persero) Tbk,corporation,"Nrima Uyainah, S.H.",individual,2024-08-31,387447321,False,
PT Prasetyo Marbun Tbk,corporation,"KH. Ihsan Tampubolon, S.H.",individual,2024-02-20,7012043590,False,
